0.09735654;0.33333334;0;0.75757575;0.58210915;0.35714287;0.45238096;1;0
0.058671825;0.33333334;0;0.75757575;0.58210915;0.19285715;0.23809524;1;0
0.058671825;0.33333334;0;0.75757575;0.58210915;0.23928571;0.23809524;1;0
0.032882012;0.33333334;9.90E-06;0.27272728;0.23045512;0.15714286;0.017857144;1;0
0.19406834;0.33333334;0.009999901;0.060606062;0.60056347;0;0.64880955;1;1
0.20696326;0.33333334;0;0.75757575;0.58210915;0;0.45238096;1;1
0.037395228;0;0;0.75757575;0.58210915;0.275;0.23809524;1;0
0.16183108;0.6666667;9.90E-06;0.27272728;0.22718582;0.10714286;0.029761905;1;0
0.08446164;0.33333334;0.009999901;0.060606062;0.67695767;0.32142857;0.43452382;1;0
0.08446164;0.33333334;0.009999901;0.060606062;0.6005628;0.71428573;0.64880955;1;0
0.09090909;0.33333334;0;0.75757575;0.58210915;0.27857143;0.3809524;1;0
0.1876209;1;0;0.75757575;0.58210915;0.17857143;0.23809524;1;0
0.09735654;0.33333334;0;0.75757575;0.58210915;0.19642857;0.23809524;1;0
0.1295938;0;0.009999901;0.15151516;1;0;0.041666668;1;1
0.21985815;0.33333334;0.009999901;0.060606062;0.70596313;0;0.35714287;1;1
0.80657643;0.6666667;0.009999901;0.060606062;0.736631;0;0.2857143;1;1
0.48420373;0.33333334;0;0.75757575;0.58210915;0;0.45238096;1;1
0.19406834;0;0.009999901;0.060606062;0.60056347;0;0.64880955;1;1
0.5486783;0.33333334;0.009999901;0.060606062;0.6005628;0;0.64880955;1;1
0.15538362;0;0.009999901;0.060606062;0.60056347;0;0.64880955;1;1
0.32301742;0.33333334;0.009999901;0.15151516;0.98966247;0;0.041666668;1;1
0.62604773;0.6666667;0.009999901;0.15151516;0.78061247;0;0.39880952;1;1
0.5486783;0.33333334;0.009999901;0.15151516;0.9390846;0;0.11309524;1;1
0.6776273;0.33333334;0.009999901;0.060606062;0.6769584;0;0.42857143;1;1
0.19406834;0;0.009999901;0.060606062;0.7683842;0;0.21428572;1;1
0.4197292;0.33333334;0.009999901;0.060606062;0.7993575;0;0.14285715;1;1
0.17472598;0.33333334;0.009999901;0.060606062;0.60056347;0;0.64285713;1;1
0.20051579;0.33333334;0.009999901;0.060606062;0.6005631;0;0.64285713;1;1
0.103804;0.33333334;0.009999901;0.060606062;0.6005628;0.5535714;0.64285713;1;0
0.099935524;0.33333334;0.009999901;0.060606062;0.6005628;0.43571427;0.64285713;1;0
0.48420373;0.33333334;0;0.75757575;0.58210915;0;0.0952381;1;1
0.5486783;0.33333334;0;0.75757575;0.58210915;0;0.16666667;1;1
0.35525468;0.33333334;0;0.75757575;0.58210915;0;0.3809524;1;1
0.48420373;0.33333334;0.009999901;0.060606062;0.76838297;0;0.22023809;1;1
0.1295938;0;0;0.75757575;0.58210915;0;0.0952381;1;1
0.07543521;0.33333334;0;0.75757575;0.58210915;0.27857143;0.45238096;1;0
0.16054158;0;0;0.75757575;0.58210915;0;0.30952382;1;1
0.09735654;0.33333334;0;0.75757575;0.58210915;0.275;0.30952382;1;0
0.07801419;0.33333334;0.009999901;0.15151516;0.7813692;0.35;0.39880952;1;0
0.08833011;0.33333334;0.009999901;0.15151516;0.93884194;0.114285715;0.11309524;1;0
0.09735654;0.33333334;0.009999901;0.060606062;0.60056347;0.24642856;0.64880955;1;0
0.19406834;0.33333334;0.009999901;0.060606062;0.60056347;0;0.64880955;1;1
0.032882012;0.33333334;9.99E-05;0.27272728;0.22397505;0.16071428;0.08928572;1;0
0.07801419;0.33333334;0.009999901;0.15151516;0.89343715;0.18928571;0.1845238;1;0
0.07801419;0.33333334;0.009999901;0.060606062;0.60056347;0.31785715;0.64285713;1;0
0.08446164;0.33333334;0;0.75757575;0.57706153;0.15357143;0.45238096;1;0
0.039329465;0.33333334;0;0.75757575;0.58210915;0.2;0.23809524;1;0
0.1295938;0.33333334;0.009999901;0.060606062;0.6769584;0.23214285;0.43452382;1;0
0.6776273;0.33333334;0;0.75757575;0.58210915;0;0.23809524;1;1
0.16827853;0;0;0.75757575;0.58210915;0;0.30952382;1;1
0.065764025;0.33333334;0;0.75757575;0.58210915;0.23571429;0.45238096;1;0
0.19406834;0;0.009999901;0.060606062;0.60056347;0;0.64880955;1;1
